tanim,guc,ort_tuketim,gun_sayisi,yuk_faktoru_proxy
10002650 tr-2,1000,2113.3200879120877,455,0.08805500366300366
15001890-L-216,400,0.0,2,0.0
184302287,50,31.12993406593407,455,0.025941611721611725
202917T,1600,7206.515604395605,455,0.1876696771978022
202918T,18000,1073.0505494505494,455,0.002483913308913309
61740209,200,240.96040404040406,297,0.050200084175084175
700074584,1250,6505.069010989011,455,0.2168356336996337
700095988,1250,5247.904175824176,455,0.1749301391941392
700095990,1000,2463.3325714285716,455,0.10263885714285714
700095992,1000,2923.344175824176,455,0.12180600732600734
700095997,1000,4840.84705882353,255,0.20170196078431374
700096000,630,957.2118681318682,455,0.06330766323623467
700096002,1000,7778.458021978022,455,0.3241024175824176
700096003,1250,7441.796043956045,455,0.24805986813186814
700096004,630,1725.1358241758244,455,0.11409628466771325
700096005,250,1102.8574945054945,455,0.1838095824175824
700096007,1000,7793.193469387755,392,0.32471639455782314
700096008,400,429.3988679245283,318,0.044729048742138365
700096011,1250,1781.7016949152542,118,0.05939005649717514
700096013,630,1850.171868131868,455,0.12236586429443572
700096016,1000,4542.826666666667,24,0.18928444444444445
700096017,50,71.77145299145299,117,0.059809544159544155
700096018,1000,6950.013186813187,455,0.28958388278388275
700096019,1000,3664.568263736264,455,0.15269034432234432
700096020,400,3900.0176703296706,455,0.40625184065934067
700096021,400,4260.509333333333,450,0.44380305555555555
700096026,250,278.9416314199396,331,0.04649027190332326
700096027,1000,3730.6556483516483,455,0.15544398534798534
700096028,1250,1888.057142857143,455,0.0629352380952381
700096029,1000,4857.513494505495,455,0.20239639560439562
700096030,1250,6201.113098039216,255,0.20670376993464054
700096034,400,4023.2616263736263,455,0.41908975274725274
700096036,1250,4859.292857142857,448,0.16197642857142858
700096037,1000,2155.761188118812,404,0.08982338283828382
700096038,400,1962.9032967032967,455,0.20446909340659342
700096039,400,2659.53,436,0.277034375
700096040,1000,3894.336703296703,455,0.1622640293040293
700096041,1000,4831.9328000000005,375,0.20133053333333337
700096042,630,1192.75,16,0.07888558201058202
700096045,630,1551.7850549450548,455,0.10263128670271526
700096046,630,4572.208810572687,454,0.3023947626040137
700096047,1000,916.9793406593407,455,0.03820747252747253
700096048,1000,3522.0576496674057,451,0.14675240206947524
700096049,1250,2614.4331360946744,338,0.08714777120315581
700096050,1250,1372.873725490196,255,0.045762457516339866
700096051,1250,1495.6486274509805,255,0.049854954248366015
700096052,1000,3808.7900518134716,386,0.15869958549222798
700096053,1000,4096.758153846154,455,0.1706982564102564
700096054,1000,1803.0795294117647,255,0.0751283137254902
700096055,1000,3774.3865486725663,452,0.15726610619469025
700096056,1250,4859.305494505495,455,0.16197684981684982
700096057,250,826.3486995515696,446,0.1377247832585949
700096058,400,2663.2112727272724,330,0.2774178409090909
700096059,400,3364.081882352941,255,0.35042519607843137
700096060,1250,8669.783529411763,255,0.28899278431372544
700096062,400,35.34347032967033,455,0.0036816114926739927
700096063,1000,4546.179516483517,455,0.18942414652014652
700096064,1000,2564.2208,300,0.10684253333333334
700096065,1000,3949.1921824104234,307,0.16454967426710096
700096067,1250,3191.6703296703295,455,0.10638901098901098
700153028,250,436.1860133630289,449,0.07269766889383815
700153029,630,1946.0275555555556,450,0.12870552616108172
700153031,400,1440.490813186813,455,0.15005112637362636
700153032,400,1435.3885714285716,455,0.14951964285714286
700153035,1250,8458.733176470589,255,0.2819577725490196
700153038,1250,4257.022009569378,418,0.1419007336523126
700153039,1000,16.894613003095976,323,0.0007039422084623324
700153040,1250,3559.7081318681317,455,0.11865693772893772
700153041,1000,1761.507137254902,255,0.07339613071895425
700153042,1000,3058.469978021978,455,0.12743624908424908
700153043,2000,8566.365714285714,455,0.17846595238095236
700153045,400,3504.8924835164835,455,0.365092967032967
700153047,1000,2489.233333333333,324,0.10371805555555555
700153048,2000,1808.2588131868133,455,0.03767205860805861
700153049,1000,377.8158139534884,86,0.01574232558139535
700153051,400,1134.477098901099,455,0.11817469780219782
700153052,1250,10471.59496855346,159,0.3490531656184487
700153053,1250,3868.5264175824177,455,0.1289508805860806
700153054,1000,1469.6094945054945,455,0.06123372893772894
700153055,250,164.04237362637363,455,0.027340395604395606
700153056,400,3077.6747826086958,69,0.3205911231884058
700153057,1250,4097.696703296703,455,0.13658989010989012
700153058,400,2606.487152317881,453,0.27150907836644594
700153062,250,723.2278880407125,393,0.12053798134011875
700153064,400,1357.482989010989,455,0.14140447802197803
700153065,400,297.13452914798205,446,0.030951513452914796
700153071,1250,4342.312967032967,455,0.14474376556776558
700153074,1000,4266.986666666667,24,0.17779111111111112
700153076,160,732.4957342657343,286,0.19075409746503497
700153077,1000,417.16606593406595,455,0.017381919413919415
700153080,630,1596.0951945080092,437,0.10556185148862494
700153081,160,96.93569844789357,451,0.02524367147080562
700153082,100,134.06208791208792,455,0.0558592032967033
700153087,160,538.5622417582417,455,0.14025058379120878
700153089,1250,0.0,455,0.0
700153090,250,810.325978021978,455,0.13505432967032968
700153091,250,588.2493186813186,455,0.0980415531135531
700153093,1250,1389.6199170124482,241,0.04632066390041494
700153102,160,66.21748251748251,429,0.01724413607226107
700153103,400,155.99799442896935,359,0.016249791086350975
700153105,400,1436.9743718592965,398,0.14968483040201006
700153106,630,3003.550769230769,455,0.19864753764753765
700153107,1000,2136.3263296703294,455,0.08901359706959706
700153108,250,494.5749450549451,455,0.08242915750915751
700153110,160,358.57213186813186,455,0.09337815934065934
700153111,250,1022.7068131868132,455,0.17045113553113553
700153113,1600,4760.443956043956,455,0.12396989468864468
700232567,250,5.714947252747253,455,0.0009524912087912088
700232569,400,417.3158681318681,455,0.04347040293040293
700232570,160,0.0,455,0.0
700232571,250,787.2083333333334,288,0.1312013888888889
700232573,2000,742.1657142857143,455,0.015461785714285714
700232575,1000,2933.650823529412,255,0.12223545098039215
700232577,1250,1901.959405940594,404,0.06339864686468646
700232578,1250,3253.2835164835165,455,0.10844278388278389
700232579,1250,1748.669010989011,455,0.058288967032967036
700232580,1250,2197.1182417582418,455,0.07323727472527472
700232581,400,1487.019683972912,443,0.15489788374717833
700232582,160,1247.9467252747254,455,0.3249861263736264
700232583,400,2049.8054505494506,455,0.2135214010989011
700232584,1000,1536.2672527472528,455,0.06401113553113554
700232585,400,1481.4443076923078,455,0.1543171153846154
700232586,250,214.28,2,0.03571333333333333
700232587,250,59.19701863354037,322,0.009866169772256728
700232588,160,28.62567032967033,455,0.007454601648351649
700232589,1250,0.0,155,0.0
700232590,250,994.0705054945055,455,0.16567841758241758
700232592,400,1883.477010989011,455,0.19619552197802198
700232593,1000,2681.44,455,0.11172666666666667
700232595,250,70.78410774410774,297,0.011797351290684623
700232597,160,595.2815461346634,401,0.1550212359725686
700232598,630,2617.3964835164834,455,0.17310823303680445
700232599,400,47.64184615384615,455,0.004962692307692308
700232600,1000,5841.14989010989,455,0.24338124542124542
700232603,400,1000.9898021978022,455,0.10426977106227106
700232605,160,233.22459183673467,392,0.060735570790816325
700232609,250,94.3898021978022,455,0.0157316336996337
700232611,630,2577.7591208791205,455,0.17048671434385718
700232613,630,2785.6263736263736,455,0.1842345485202628
700232625,630,2025.4275862068966,58,0.13395685093960957
700232627,400,237.25725239616614,313,0.02471429712460064
700232629,400,1220.245,2,0.12710885416666665
700232632,630,60.458302583025834,271,0.0039985649856498565
700232635,1000,3230.524835164835,455,0.13460520146520147
700232636,1000,4252.7733333333335,24,0.1771988888888889
700232643,630,3508.3406593406594,455,0.23203311239025526
700232645,630,2601.7379310344827,58,0.1720726144864076
700232655,1000,1759.9282637362637,455,0.07333034432234432
700232668,1250,3516.356345177665,394,0.11721187817258884
700232669,1250,5150.104347826087,391,0.17167014492753624
700232673,1250,3609.974193548387,434,0.12033247311827958
700232675,1000,835.3364395604395,455,0.03480568498168498
700232679,1000,4008.2986666666666,255,0.16701244444444444
700232682,1250,755.3190175438597,285,0.025177300584795323
700232684,1250,2143.1604395604395,455,0.07143868131868132
700232685,1250,1903.0380952380951,210,0.06343460317460317
700232686,630,2016.7493087557602,434,0.13338289079072488
700232692,400,1342.395,24,0.1398328125
700232696,1000,880.4768351648352,455,0.0366865347985348
700232703,1000,2181.2988888888885,288,0.09088745370370369
700232705,1000,6217.752615384616,455,0.25907302564102563
700232707,630,2636.6758620689657,58,0.17438332421091043
700232709,1250,7140.160000000001,10,0.23800533333333335
700232714,1250,831.7257142857143,455,0.027724190476190475
700232724,1000,3262.508333333333,24,0.1359378472222222
700232727,1250,1107.621978021978,455,0.0369207326007326
700232731,630,1993.585934065934,455,0.13185092156520728
700232738,1250,4341.632472324723,271,0.1447210824108241
700232754,400,1124.2093186813186,455,0.11710513736263735
700232761,1250,987.0830769230769,455,0.03290276923076923
700232763,1250,2257.7000000000003,24,0.07525666666666668
700232767,1000,1061.5667924528302,159,0.044231949685534594
700232771,1000,1201.8868965517242,29,0.05007862068965518
700232773,1000,3300.336527472528,455,0.13751402197802198
700232779,1000,518.3876923076923,52,0.02159948717948718
700232780,1000,964.96,2,0.04020666666666667
700232781,1000,1683.8167272727273,220,0.0701590303030303
700232786,1000,3496.91294117647,34,0.14570470588235293
700291516,1000,5217.493333333334,255,0.21739555555555556
700291517,1000,5221.138285714285,455,0.21754742857142856
700291518,400,1259.4779514824797,371,0.13119561994609164
700291523,1250,0.0,1,0.0
700291531,630,1326.2975609756097,82,0.08771809265711704
700291534,1600,2195.25,2,0.05716796875
700291535,1250,4805.133333333333,24,0.1601711111111111
700291542,1000,843.4644395604396,455,0.03514435164835165
700291550,1250,2251.2275862068964,58,0.07504091954022987
700291552,400,461.952,55,0.04812
700291557,1000,2569.840532150776,451,0.10707668883961567
700291562,400,1530.7471648351648,455,0.15945282967032967
700291565,1600,2049.189024390244,246,0.053364297510162605
700291571,50,111.21904761904761,105,0.09268253968253969
700291582,1000,1149.1466666666665,288,0.0478811111111111
700291588,160,64.62029556650246,203,0.016828201970443348
700291599,250,1267.8693670886075,79,0.2113115611814346
700291619,250,748.2166666666667,24,0.12470277777777779
700291621,630,2642.4276923076927,455,0.17476373626373629
700291630,800,1626.71,24,0.08472447916666667
700291632,250,188.59147540983605,61,0.031431912568306006
700291645,1000,4862.094065934066,455,0.20258725274725276
700291650,1000,4654.2565274725275,455,0.19392735531135533
700291662,1000,6742.24,112,0.28092666666666666
700291663,1250,4755.517362637363,455,0.15851724542124543
700291677,630,460.926872246696,454,0.030484581497797356
700291678,250,1961.2797362637364,455,0.3268799560439561
700291680,400,160.91036363636363,275,0.01676149621212121
700291681,630,2806.0341463414634,82,0.18558426893792748
700291684,400,415.57134065934065,455,0.04328868131868132
700291692,1000,3847.133333333333,24,0.16029722222222223
700291699,630,3148.904347826087,161,0.2082608695652174
700291706,1250,4076.443076923077,455,0.1358814358974359
700291708,1250,4331.642197802198,455,0.14438807326007327
700291711,400,903.2353846153845,442,0.09408701923076922
700291717,1000,745.9396923076923,455,0.031080820512820514
700291722,1000,730.6523544303798,395,0.030443848101265825
700291730,400,874.6,24,0.09110416666666667
700291732,160,557.2823502304147,434,0.14512561203917052
700291734,1000,1125.776551724138,58,0.04690735632183909
700291740,630,5132.666666666667,24,0.3394620811287478
